p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
Tmem1969	9.74721036636207e-39	0.343051844447593	0.459	0.208	2.40064044113131e-34	L5_PT_CTX	Tmem196
Rpgrip1l5	9.74991575348273e-39	0.400281494006373	0.425	0.187	2.40130675092526e-34	L5_PT_CTX	Rpgrip1l
Rmnd14	9.8617840761136e-39	0.174200450141935	0.54	0.25	2.42885880010602e-34	L5_PT_CTX	Rmnd1
Ube2w11	1.00337413082463e-38	0.436187393888023	0.933	0.573	2.47121014680798e-34	L5_PT_CTX	Ube2w
Pi4k2a6	1.01170479405543e-38	0.250109360846725	0.674	0.344	2.49172773727912e-34	L5_PT_CTX	Pi4k2a
Anp32e9	1.1219584485156e-38	0.324586796328852	0.682	0.347	2.76327146284908e-34	L5_PT_CTX	Anp32e
Glod45	1.14239131636436e-38	0.313188859153724	0.593	0.289	2.81359557307378e-34	L5_PT_CTX	Glod4
Dpysl410	1.24479761991887e-38	0.604986836318682	0.339	0.136	3.06581205809818e-34	L5_PT_CTX	Dpysl4
Zfp18012	1.24568776289421e-38	0.421411703680911	0.505	0.235	3.06800439123216e-34	L5_PT_CTX	Zfp180
Bbs112	1.2887136390315e-38	0.631528190179438	0.326	0.129	3.17397282157067e-34	L5_PT_CTX	Bbs1
Ptk75	1.32997185959668e-38	0.831796935748527	0.235	0.082	3.27558769300066e-34	L5_PT_CTX	Ptk7
Nub18	1.34951730491352e-38	0.3012094704239	0.664	0.339	3.32372617027152e-34	L5_PT_CTX	Nub1
Gpr42	1.35073648991127e-38	1.13099403012308	0.058	0.008	3.32672890100246e-34	L5_PT_CTX	Gpr4
Rab40b7	1.38109421802381e-38	0.350378796914374	0.535	0.248	3.40149694957085e-34	L5_PT_CTX	Rab40b
Rab11fip310	1.39414417378594e-38	0.372150178963195	0.777	0.418	3.43363768561739e-34	L5_PT_CTX	Rab11fip3
Suclg17	1.40315463797984e-38	0.261704658147981	0.618	0.3	3.45582955788054e-34	L5_PT_CTX	Suclg1
Rab33a8	1.5423658111908e-38	0.652591100730972	0.255	0.091	3.79869275638181e-34	L5_PT_CTX	Rab33a
Sez6l210	1.60111467823835e-38	0.24019574055573	0.852	0.473	3.94338534103324e-34	L5_PT_CTX	Sez6l2
Nck27	1.60260394311485e-38	0.258203736214747	0.506	0.235	3.94705325149758e-34	L5_PT_CTX	Nck2
Rnf1031	1.7204476118687e-38	0.143301938694468	0.569	0.269	4.23729042327143e-34	L5_PT_CTX	Rnf103
Llph10	1.84001464863087e-38	0.349568331908272	0.619	0.306	4.53177207811296e-34	L5_PT_CTX	Llph
Poc57	1.92640721328626e-38	0.426729795542844	0.346	0.141	4.74454832560273e-34	L5_PT_CTX	Poc5
Pank32	1.96496706114311e-38	0.210985748494634	0.569	0.27	4.83951737488936e-34	L5_PT_CTX	Pank3
Slc25a295	2.00011560506733e-38	0.677143972743291	0.196	0.061	4.92608472372033e-34	L5_PT_CTX	Slc25a29
Dopey113	2.12164663481584e-38	0.503201728969443	0.563	0.275	5.22540349688794e-34	L5_PT_CTX	Dopey1
Tiam15	2.1226928992279e-38	0.161264259552016	0.693	0.35	5.2279803415084e-34	L5_PT_CTX	Tiam1
Morn111	2.18414425215259e-38	0.518241313438381	0.43	0.192	5.37932887862661e-34	L5_PT_CTX	Morn1
Patj9	2.65923058802356e-38	0.416378841813572	0.367	0.154	6.54941901524323e-34	L5_PT_CTX	Patj
Klhl129	2.68942823903417e-38	0.290109096635599	0.534	0.251	6.62379280991725e-34	L5_PT_CTX	Klhl12
Ap1b16	2.71169139357332e-38	0.249678367240911	0.697	0.362	6.67862473323174e-34	L5_PT_CTX	Ap1b1
Cops913	2.76527518528384e-38	0.452113318732332	0.948	0.604	6.81059625383556e-34	L5_PT_CTX	Cops9
Higd2a12	2.77495089987223e-38	0.398037736961938	0.865	0.487	6.83442657129531e-34	L5_PT_CTX	Higd2a
Pdcd101	3.00942194478799e-38	0.159588265058372	0.65	0.323	7.41190530781835e-34	L5_PT_CTX	Pdcd10
Gm4027111	3.04096892493278e-38	0.380043717206156	0.774	0.421	7.48960236521694e-34	L5_PT_CTX	Gm40271
Cog66	3.08141271306036e-38	0.342088407872652	0.445	0.197	7.58921137099637e-34	L5_PT_CTX	Cog6
Pcgf66	3.26882893207451e-38	0.357405828816395	0.35	0.141	8.0507987768063e-34	L5_PT_CTX	Pcgf6
Atp13a26	3.36486886994067e-38	0.304492490669849	0.495	0.228	8.28733553977686e-34	L5_PT_CTX	Atp13a2
Rfxap9	3.38475387978832e-38	0.445480585511631	0.414	0.181	8.33631033053066e-34	L5_PT_CTX	Rfxap
Glrx13	3.55008543213649e-38	0.562218096619718	0.454	0.209	8.74350541080895e-34	L5_PT_CTX	Glrx
Ino80e7	3.70832880808234e-38	0.309606378941718	0.45	0.2	9.13324302142601e-34	L5_PT_CTX	Ino80e
Ndufs12	3.82434220427724e-38	0.282991226659909	0.638	0.318	9.41897241491442e-34	L5_PT_CTX	Ndufs1
Ube2e210	3.90692194845469e-38	0.348162255078621	0.992	0.695	9.62235806684904e-34	L5_PT_CTX	Ube2e2
Zfr213	4.07239886319e-38	0.483179635317886	0.526	0.25	1.00299111601506e-33	L5_PT_CTX	Zfr2
Rab11fip211	4.08179498381463e-38	0.436712358633225	0.894	0.544	1.00530528656371e-33	L5_PT_CTX	Rab11fip2
Gfm11	4.10284632455208e-38	0.4152808103795	0.339	0.139	1.01049002127393e-33	L5_PT_CTX	Gfm1
Mosmo10	4.20555288921878e-38	0.331663242070681	0.754	0.404	1.03578562108569e-33	L5_PT_CTX	Mosmo
Tex2649	4.24718332770721e-38	0.327785415853897	0.495	0.227	1.04603878178101e-33	L5_PT_CTX	Tex264
Gm148276	4.28755627338861e-38	0.837596895846297	0.229	0.079	1.05598223457288e-33	L5_PT_CTX	Gm14827
1110038F14Rik7	4.44916237657253e-38	0.291475305513837	0.443	0.198	1.09578420172605e-33	L5_PT_CTX	1110038F14Rik
Banf111	4.46206172936568e-38	0.409015591000176	0.589	0.291	1.09896118332547e-33	L5_PT_CTX	Banf1
Rer112	4.56893901185408e-38	0.307041710011092	0.671	0.337	1.12528398922954e-33	L5_PT_CTX	Rer1
Tmed810	4.62061343325274e-38	0.394297255965586	0.534	0.251	1.13801088247582e-33	L5_PT_CTX	Tmed8
Phlpp29	4.82260663569316e-38	0.277708342938991	0.671	0.34	1.18775978830487e-33	L5_PT_CTX	Phlpp2
6030419C18Rik11	4.90238667377863e-38	0.384355370116324	0.702	0.356	1.20740881388494e-33	L5_PT_CTX	6030419C18Rik
Dnaja17	5.00658621985498e-38	0.288672848084852	0.927	0.602	1.23307212008808e-33	L5_PT_CTX	Dnaja1
Phactr35	5.14302123729509e-38	0.202334706080442	0.849	0.485	1.26667470053341e-33	L5_PT_CTX	Phactr3
Sec24c3	5.22229735128691e-38	0.254861830187374	0.498	0.232	1.28619961464845e-33	L5_PT_CTX	Sec24c
Zfp79910	5.4937659488855e-38	0.339729979211182	0.506	0.235	1.35305961555101e-33	L5_PT_CTX	Zfp799
Klf99	5.53529402928428e-38	0.333212341824591	0.943	0.565	1.36328756647243e-33	L5_PT_CTX	Klf9
Fam220a12	5.58202009217219e-38	0.415519802513839	0.708	0.369	1.37479572850109e-33	L5_PT_CTX	Fam220a
Uqcrb8	5.6422639785064e-38	0.416941974546571	0.781	0.436	1.38963319526634e-33	L5_PT_CTX	Uqcrb
Psmd135	5.73940982459559e-38	0.229126194439178	0.607	0.295	1.41355924569965e-33	L5_PT_CTX	Psmd13
Atg4b6	5.81410254303494e-38	0.249097555665766	0.561	0.266	1.43195531532407e-33	L5_PT_CTX	Atg4b
H2-T223	5.8880937056089e-38	0.306475235608853	0.287	0.109	1.45017859875442e-33	L5_PT_CTX	H2-T22
Scube17	6.06437105640976e-38	0.281213977565342	0.454	0.201	1.49359394748316e-33	L5_PT_CTX	Scube1
Srek1ip17	6.14996053795765e-38	0.292205419847605	0.532	0.25	1.51467378089359e-33	L5_PT_CTX	Srek1ip1
Wdr8913	6.17010068652132e-38	0.413021243122626	0.983	0.626	1.51963409808334e-33	L5_PT_CTX	Wdr89
Noc2l7	6.26938409528869e-38	0.29977838888393	0.495	0.231	1.54408660882865e-33	L5_PT_CTX	Noc2l
Pgbd58	6.45647425363149e-38	0.281076375378037	0.783	0.398	1.5901650439269e-33	L5_PT_CTX	Pgbd5
Timm1010	6.78737881833127e-38	0.487839959383864	0.506	0.24	1.67166352916681e-33	L5_PT_CTX	Timm10
Eif5a14	6.83944165915862e-38	0.452362131560359	0.96	0.61	1.68448608623418e-33	L5_PT_CTX	Eif5a
4930419G24Rik1	6.85870786385065e-38	0.267839457611719	0.142	0.037	1.68923115978778e-33	L5_PT_CTX	4930419G24Rik
Ptcd28	7.02548138147599e-38	0.45537707404627	0.369	0.156	1.73030580944372e-33	L5_PT_CTX	Ptcd2
Rab11a4	7.44634529999232e-38	0.346916935018436	0.774	0.424	1.83396038393511e-33	L5_PT_CTX	Rab11a
Snw15	8.12571133342651e-38	0.232123575056781	0.697	0.359	2.00128144430962e-33	L5_PT_CTX	Snw1
Adck12	8.20167821087067e-38	0.233805052123643	0.436	0.193	2.01999132655534e-33	L5_PT_CTX	Adck1
Sssca112	8.23051112185904e-38	0.66200671665479	0.329	0.133	2.02709258420266e-33	L5_PT_CTX	Sssca1
Yipf55	8.38645906437652e-38	0.284340471713995	0.714	0.374	2.06550100296529e-33	L5_PT_CTX	Yipf5
Acat210	8.50158175665327e-38	0.474302926468671	0.364	0.153	2.09385457084613e-33	L5_PT_CTX	Acat2
Cand16	8.60105610830012e-38	0.305854198433368	0.729	0.377	2.11835410891324e-33	L5_PT_CTX	Cand1
Ptcd14	8.67289060131882e-38	0.584309138490099	0.219	0.073	2.13604622619881e-33	L5_PT_CTX	Ptcd1
Tmx46	9.34790951078261e-38	0.266919301892175	0.959	0.62	2.30229663341065e-33	L5_PT_CTX	Tmx4
Utp154	9.37476619041746e-38	0.410198368603111	0.304	0.118	2.30891116503792e-33	L5_PT_CTX	Utp15
Spag6l13	9.39479086892599e-38	0.413421318454631	0.979	0.603	2.31384304310778e-33	L5_PT_CTX	Spag6l
Samm5010	9.46880582140438e-38	0.34748953915983	0.495	0.23	2.33207218575368e-33	L5_PT_CTX	Samm50
Ptdss26	9.83463383396076e-38	0.387192082743047	0.45	0.201	2.4221719669662e-33	L5_PT_CTX	Ptdss2
Aco25	1.09304482588862e-37	0.396358716172568	0.85	0.506	2.69206010168109e-33	L5_PT_CTX	Aco2
Ecsit9	1.11389091461151e-37	0.34008152475722	0.442	0.195	2.74340193359668e-33	L5_PT_CTX	Ecsit
1700001O22Rik6	1.15469132800103e-37	1.10934381256267	0.138	0.036	2.84388927173373e-33	L5_PT_CTX	1700001O22Rik
Exog10	1.20926887283402e-37	0.442902564207065	0.346	0.142	2.97830830690292e-33	L5_PT_CTX	Exog
Ap5m15	1.22111686893619e-37	0.200567220656043	0.414	0.178	3.00748873650295e-33	L5_PT_CTX	Ap5m1
Cxadr9	1.33079709342644e-37	0.526420454309283	0.381	0.162	3.27762016139998e-33	L5_PT_CTX	Cxadr
Psmf18	1.40813462501101e-37	0.36613836640936	0.362	0.15	3.46809476793963e-33	L5_PT_CTX	Psmf1
Nell18	1.44792255849652e-37	0.454128653787251	0.529	0.263	3.56608846932109e-33	L5_PT_CTX	Nell1
Nenf13	1.46347860372779e-37	0.415123475001832	0.872	0.492	3.60440145312116e-33	L5_PT_CTX	Nenf
Neurl1a10	1.46989746618539e-37	0.375968590416868	0.549	0.267	3.62021046946799e-33	L5_PT_CTX	Neurl1a
Cacybp11	1.49846811454844e-37	0.360797627121586	0.631	0.32	3.69057711932135e-33	L5_PT_CTX	Cacybp
Psmd29	1.57483605645434e-37	0.370236113131417	0.587	0.292	3.8786637234414e-33	L5_PT_CTX	Psmd2
Cox7b12	1.59177389392736e-37	0.502176049083079	0.925	0.582	3.92037992335369e-33	L5_PT_CTX	Cox7b
Hax17	1.62945486131426e-37	0.528943537141288	0.422	0.19	4.01318437793089e-33	L5_PT_CTX	Hax1
Mir124a-1hg13	1.67939945418237e-37	0.368886953442211	0.731	0.378	4.13619291570576e-33	L5_PT_CTX	Mir124a-1hg
Taf105	1.71568640756786e-37	0.323471561558914	0.414	0.182	4.22556405319888e-33	L5_PT_CTX	Taf10
Elovl68	1.72503567822539e-37	0.272081585657545	0.789	0.431	4.2485903719013e-33	L5_PT_CTX	Elovl6
Faxc12	1.76401819843923e-37	0.666352111814512	0.388	0.17	4.34460042093598e-33	L5_PT_CTX	Faxc
Rgs95	1.77042381816839e-37	0.625122512332482	0.255	0.092	4.36037682176693e-33	L5_PT_CTX	Rgs9
Atp5e12	1.77843908195783e-37	0.471191281555003	0.92	0.587	4.38011761495395e-33	L5_PT_CTX	Atp5e
Ndufb511	1.78830917607344e-37	0.418350062395051	0.876	0.508	4.40442666975127e-33	L5_PT_CTX	Ndufb5
E2f68	1.86006731453273e-37	0.336935279192351	0.411	0.177	4.58115978896267e-33	L5_PT_CTX	E2f6
Ppp1r86	1.86656843346436e-37	0.361795420874873	0.365	0.152	4.59717139477937e-33	L5_PT_CTX	Ppp1r8
Ttll1112	1.87769989007896e-37	0.422443768350939	0.755	0.399	4.62458705927547e-33	L5_PT_CTX	Ttll11
Slc39a97	1.93282589676408e-37	0.330813274027542	0.518	0.246	4.76035690114026e-33	L5_PT_CTX	Slc39a9
Haus210	1.95456481287054e-37	0.430304029508577	0.402	0.175	4.81389767761886e-33	L5_PT_CTX	Haus2
Rabgef15	2.0032940939794e-37	0.371697360268736	0.772	0.434	4.93391302406187e-33	L5_PT_CTX	Rabgef1
Ggct7	2.0736547650502e-37	0.473390648686905	0.367	0.153	5.10720432084214e-33	L5_PT_CTX	Ggct
9530068E07Rik7	2.07369885901127e-37	0.330513571014823	0.595	0.295	5.10731291985886e-33	L5_PT_CTX	9530068E07Rik
D10Wsu102e8	2.13124990152107e-37	0.284202526677307	0.498	0.231	5.24905538245624e-33	L5_PT_CTX	D10Wsu102e
Eny211	2.20695091362624e-37	0.409015574796248	0.711	0.384	5.43549940517007e-33	L5_PT_CTX	Eny2
Dnajc1711	2.39066649390467e-37	0.53722270318944	0.453	0.211	5.88797250783781e-33	L5_PT_CTX	Dnajc17
Lmbrd211	2.42095472498766e-37	0.356359813935457	0.758	0.409	5.9625693921721e-33	L5_PT_CTX	Lmbrd2
Gmfb10	2.47356111071465e-37	0.414243677463238	0.786	0.444	6.09213365957911e-33	L5_PT_CTX	Gmfb
Gramd29	2.75216310431012e-37	0.916802815113146	0.248	0.09	6.77830250960539e-33	L5_PT_CTX	Gramd2
Cdr18	2.78407407757418e-37	1.19226609353812	0.161	0.047	6.85689604565744e-33	L5_PT_CTX	Cdr1
Fam96b13	2.85380255972867e-37	0.466870600552205	0.554	0.27	7.02863032435574e-33	L5_PT_CTX	Fam96b
Rdh147	2.91744017541445e-37	0.314823964409862	0.489	0.225	7.18536340802825e-33	L5_PT_CTX	Rdh14
Zfp97311	2.95839135358612e-37	0.366522720318382	0.593	0.289	7.28622206474726e-33	L5_PT_CTX	Zfp973
Ccdc979	3.07131350323155e-37	0.434777622347816	0.375	0.159	7.56433802710899e-33	L5_PT_CTX	Ccdc97
Lrrc408	3.21977508082292e-37	0.362658903014228	0.404	0.175	7.92998404655876e-33	L5_PT_CTX	Lrrc40
Csnk1d2	3.43719496664164e-37	0.200221240709617	0.746	0.398	8.46546748334171e-33	L5_PT_CTX	Csnk1d
Tspyl26	3.45839649135464e-37	0.354511416536488	0.55	0.263	8.51768471855734e-33	L5_PT_CTX	Tspyl2
Srp725	3.46554542461478e-37	0.253804793121113	0.72	0.375	8.53529182628375e-33	L5_PT_CTX	Srp72
Mrpl1113	3.81246513745769e-37	0.43477026619262	0.524	0.25	9.38972038704454e-33	L5_PT_CTX	Mrpl11
Prdm155	3.85686431267911e-37	0.254441045021454	0.419	0.184	9.49907111569737e-33	L5_PT_CTX	Prdm15
Cox6b112	3.92967903124218e-37	0.480764657776147	0.943	0.6	9.67840648604635e-33	L5_PT_CTX	Cox6b1
Rhno16	3.9497374294957e-37	0.43805873342475	0.33	0.135	9.72780831510496e-33	L5_PT_CTX	Rhno1
Pomk9	3.99205721015221e-37	0.60083964643278	0.307	0.122	9.83203770288387e-33	L5_PT_CTX	Pomk
Aph1c4	4.10404930116614e-37	0.332566007999523	0.22	0.074	1.01078630238421e-32	L5_PT_CTX	Aph1c
Ube2j16	4.32708520402745e-37	0.181631795104791	0.743	0.383	1.06571781489992e-32	L5_PT_CTX	Ube2j1
Zbtb168	4.84680683855726e-37	0.183434229149716	0.772	0.411	1.19372005626827e-32	L5_PT_CTX	Zbtb16
Golga27	4.93453034183307e-37	0.279294018975775	0.514	0.237	1.21532547789007e-32	L5_PT_CTX	Golga2
Dnaja29	4.97019832331681e-37	0.362965103610239	0.824	0.471	1.2241101450497e-32	L5_PT_CTX	Dnaja2
Ngb4	5.07990719336851e-37	2.57959989106475	0.095	0.02	1.25113034265473e-32	L5_PT_CTX	Ngb
Zfp4626	5.42300525893814e-37	0.207492910476849	0.618	0.318	1.33563196522387e-32	L5_PT_CTX	Zfp462
Arl4a8	5.42595668965302e-37	0.255087234319887	0.586	0.287	1.33635887309464e-32	L5_PT_CTX	Arl4a
Emc713	5.69503616150887e-37	0.411661655538784	0.781	0.443	1.40263045621802e-32	L5_PT_CTX	Emc7
Nif3l110	5.79290838340257e-37	0.777402604932735	0.28	0.108	1.42673540574822e-32	L5_PT_CTX	Nif3l1
Gm12781	5.91869435907173e-37	2.02422311073287	0.038	0.004	1.45771523369578e-32	L5_PT_CTX	Gm12781
Pcnx48	7.25099714601997e-37	0.450191460757371	0.491	0.233	1.78584808709326e-32	L5_PT_CTX	Pcnx4
Vdac37	7.33362257897966e-37	0.38794839379489	0.679	0.362	1.8061979049769e-32	L5_PT_CTX	Vdac3
Rabggtb9	7.36947093937421e-37	0.354435973031373	0.58	0.28	1.81502699765847e-32	L5_PT_CTX	Rabggtb
Dnajc812	8.11898381601023e-37	0.312584729249544	0.787	0.426	1.99962452404516e-32	L5_PT_CTX	Dnajc8
Ndufv313	8.26692616161163e-37	0.420427588813435	0.839	0.49	2.03606124434333e-32	L5_PT_CTX	Ndufv3
Ebna1bp29	8.31654733668436e-37	0.421702348288495	0.355	0.148	2.04828244355199e-32	L5_PT_CTX	Ebna1bp2
Megf99	8.34630850191908e-37	0.376927781027996	0.829	0.475	2.05561232093765e-32	L5_PT_CTX	Megf9
B3gat312	8.43992782595817e-37	0.392681877381203	0.78	0.42	2.07866982425524e-32	L5_PT_CTX	B3gat3
Mocs211	8.72485019935354e-37	0.345281568128379	0.584	0.288	2.14884335559878e-32	L5_PT_CTX	Mocs2
2310009B15Rik7	9.30082281746294e-37	0.506909816989415	0.332	0.135	2.29069965171295e-32	L5_PT_CTX	2310009B15Rik
Hprt10	9.65499628715742e-37	0.30261585760903	0.774	0.426	2.377929035564e-32	L5_PT_CTX	Hprt
Gm511311	9.70372835032301e-37	0.607993064584818	0.324	0.131	2.38993125540106e-32	L5_PT_CTX	Gm5113
Api55	1.07956694516048e-36	0.214023098931073	0.668	0.343	2.65886542923574e-32	L5_PT_CTX	Api5
Myl12b12	1.12053286500617e-36	0.381460024658872	0.853	0.496	2.7597603932237e-32	L5_PT_CTX	Myl12b
Ptprr9	1.1429597110633e-36	0.297532222006399	0.642	0.323	2.81499547237781e-32	L5_PT_CTX	Ptprr
Mul110	1.14718092275867e-36	0.453525838230874	0.381	0.164	2.82539189466233e-32	L5_PT_CTX	Mul1
Mrm17	1.16596139348869e-36	0.655107831535989	0.228	0.08	2.87164631602329e-32	L5_PT_CTX	Mrm1
Dynlrb113	1.17567694644012e-36	0.444908380348673	0.945	0.578	2.89557475138737e-32	L5_PT_CTX	Dynlrb1
Cox5a11	1.17720539904462e-36	0.401391702747593	0.838	0.48	2.89933917730699e-32	L5_PT_CTX	Cox5a
Fastk12	1.18760086365049e-36	0.404537814560965	0.495	0.233	2.92494216708478e-32	L5_PT_CTX	Fastk
Dr18	1.21161096109067e-36	0.338467080091776	0.465	0.212	2.9840766360702e-32	L5_PT_CTX	Dr1
Fkrp11	1.22177619381406e-36	0.445747146474303	0.44	0.2	3.00911258774465e-32	L5_PT_CTX	Fkrp
Gm153369	1.25684445413558e-36	0.89490835427249	0.191	0.061	3.09548220609053e-32	L5_PT_CTX	Gm15336
Mdga12	1.27567535980918e-36	0.713044317902886	0.219	0.075	3.14186084367403e-32	L5_PT_CTX	Mdga1
Hspa49	1.35564063153041e-36	0.350055474640318	0.922	0.577	3.33880731139624e-32	L5_PT_CTX	Hspa4
Tmem30a9	1.38402790460995e-36	0.446919266330689	0.977	0.659	3.40872232626385e-32	L5_PT_CTX	Tmem30a
Yeats412	1.43192881706519e-36	0.374386117792411	0.54	0.261	3.52669748354985e-32	L5_PT_CTX	Yeats4
Pigyl12	1.45777928581277e-36	0.283801405245538	0.731	0.384	3.59036460302826e-32	L5_PT_CTX	Pigyl
Gm65695	1.54508958295681e-36	2.21783427000416	0.076	0.014	3.80540113386433e-32	L5_PT_CTX	Gm6569
Pcnx32	1.54727028347e-36	0.212039894750074	0.35	0.145	3.81077198115827e-32	L5_PT_CTX	Pcnx3
Zcchc1113	1.59573722076679e-36	0.347414617341127	0.745	0.397	3.93014120102654e-32	L5_PT_CTX	Zcchc11
Inpp4a10	1.62276640708886e-36	0.317754750385211	0.87	0.492	3.99671138401915e-32	L5_PT_CTX	Inpp4a
Zbtb339	1.64660653622686e-36	0.498698822308719	0.312	0.125	4.05542723807312e-32	L5_PT_CTX	Zbtb33
Ssbp25	1.6554604615021e-36	0.280979750030421	0.959	0.66	4.07723357063351e-32	L5_PT_CTX	Ssbp2
6030443J06Rik5	1.70070604635268e-36	0.293655071734061	0.428	0.192	4.18866892156202e-32	L5_PT_CTX	6030443J06Rik
Mrpl1011	1.74646819463932e-36	0.448214142656031	0.425	0.192	4.30137651657719e-32	L5_PT_CTX	Mrpl10
Tmem2319	1.76875782250147e-36	0.653807382220347	0.228	0.079	4.35627364103886e-32	L5_PT_CTX	Tmem231
Lgr54	1.89354729012445e-36	1.97743009542704	0.087	0.017	4.66361762084751e-32	L5_PT_CTX	Lgr5
Ankrd314	2.05578665200136e-36	2.16252192839458	0.061	0.009	5.06319694521415e-32	L5_PT_CTX	Ankrd31
Svbp7	2.22497576059032e-36	0.162979374874251	0.508	0.234	5.47989280075789e-32	L5_PT_CTX	Svbp
Ubtf8	2.28976100073078e-36	0.212810510148139	0.667	0.34	5.63945236869983e-32	L5_PT_CTX	Ubtf
Mum111	2.33456105276988e-36	0.727778010548272	0.22	0.076	5.74979041686694e-32	L5_PT_CTX	Mum1
Rcn26	2.35974461776898e-36	0.167287995904174	0.771	0.422	5.81181501910322e-32	L5_PT_CTX	Rcn2
Psmc38	2.44581211177009e-36	0.184885094787681	0.58	0.28	6.02379065007854e-32	L5_PT_CTX	Psmc3
1110004E09Rik12	2.53964448297802e-36	0.666939187022076	0.323	0.132	6.25489039712657e-32	L5_PT_CTX	1110004E09Rik
Mafk1	2.68332312480895e-36	0.138113259224304	0.153	0.043	6.60875652409197e-32	L5_PT_CTX	Mafk
AU01982311	2.76286626590953e-36	0.616226763204449	0.277	0.106	6.80466332630858e-32	L5_PT_CTX	AU019823
Tmem19911	2.79450830759064e-36	0.458727530783369	0.404	0.181	6.882594510765e-32	L5_PT_CTX	Tmem199
Gnptab1	2.81935236948264e-36	0.181877387452759	0.615	0.306	6.9437829507988e-32	L5_PT_CTX	Gnptab
Cacfd113	3.03903487157496e-36	0.397752030307533	0.567	0.275	7.48483898520198e-32	L5_PT_CTX	Cacfd1
Nudc13	3.11910744664154e-36	0.358079204141616	0.745	0.396	7.68204973033345e-32	L5_PT_CTX	Nudc
Cmc29	3.23590843668878e-36	0.442250323901806	0.476	0.223	7.9697188887208e-32	L5_PT_CTX	Cmc2
Cul4a1	3.33894885248543e-36	0.175612621382105	0.59	0.287	8.22349712878636e-32	L5_PT_CTX	Cul4a
Arl313	3.44908213363488e-36	0.408639005900789	0.919	0.547	8.49474438692934e-32	L5_PT_CTX	Arl3
Klhl152	4.12504858921477e-36	0.174604014723182	0.443	0.198	1.01595821703771e-31	L5_PT_CTX	Klhl15
Snca11	4.17447390137504e-36	0.3396564801247	0.951	0.552	1.02813117716966e-31	L5_PT_CTX	Snca
Twnk5	4.19974106559915e-36	0.528345311447943	0.217	0.074	1.03435422704641e-31	L5_PT_CTX	Twnk
Dda113	4.47670768011126e-36	0.380277420855657	0.766	0.412	1.1025683345346e-31	L5_PT_CTX	Dda1
Tmem14a10	4.5922494662155e-36	0.323828297969774	0.57	0.276	1.13102512103421e-31	L5_PT_CTX	Tmem14a
Elof113	4.63578751763507e-36	0.412857552787881	0.778	0.427	1.14174810771834e-31	L5_PT_CTX	Elof1
Lrfn29	4.67554692001266e-36	0.304500049505198	0.639	0.315	1.15154045092992e-31	L5_PT_CTX	Lrfn2
Slc25a262	4.82816947716473e-36	0.19368806240051	0.443	0.2	1.1891298605309e-31	L5_PT_CTX	Slc25a26
Pgrmc211	4.87938989327107e-36	0.412004533716999	0.639	0.334	1.20174493681373e-31	L5_PT_CTX	Pgrmc2
Mrps304	4.88335002108638e-36	0.659310576771732	0.226	0.08	1.20272027669336e-31	L5_PT_CTX	Mrps30
Grm49	4.95083074411666e-36	0.748496891985377	0.246	0.089	1.21934010396849e-31	L5_PT_CTX	Grm4
9230110C19Rik9	4.96299778349476e-36	0.750431763740033	0.287	0.113	1.22233672409692e-31	L5_PT_CTX	9230110C19Rik
Nudt1010	4.99400800054827e-36	0.645154694706254	0.344	0.145	1.22997423045503e-31	L5_PT_CTX	Nudt10
Ranbp65	5.11769303464651e-36	0.430478370442394	0.359	0.151	1.26043661750309e-31	L5_PT_CTX	Ranbp6
Slc39a27	5.34959519074591e-36	1.115853873319	0.161	0.048	1.31755179952881e-31	L5_PT_CTX	Slc39a2
Gm1007613	5.46709665760877e-36	0.409772451782683	0.971	0.64	1.34649123580246e-31	L5_PT_CTX	Gm10076
Lamtor113	5.53332365819494e-36	0.325385354915878	0.836	0.471	1.36280228377683e-31	L5_PT_CTX	Lamtor1
Gm1482011	5.56314743229569e-36	0.28965698961381	0.694	0.36	1.37014758110011e-31	L5_PT_CTX	Gm14820
Impad110	5.58157789219353e-36	0.360143834716986	0.896	0.526	1.37468681906834e-31	L5_PT_CTX	Impad1
A330009N23Rik6	5.71851098389651e-36	0.632335139619971	0.297	0.117	1.40841207022387e-31	L5_PT_CTX	A330009N23Rik
Poc1a8	5.98971368811573e-36	0.454596746630306	0.315	0.127	1.47520658424602e-31	L5_PT_CTX	Poc1a
Glt8d27	6.01799685205748e-36	1.06613395895645	0.199	0.066	1.48217244469324e-31	L5_PT_CTX	Glt8d2
March210	6.27905623045816e-36	0.344867997647152	0.82	0.462	1.54646875899954e-31	L5_PT_CTX	March2
Slc25a395	6.28556293600735e-36	0.355970845382152	0.326	0.133	1.54807129550925e-31	L5_PT_CTX	Slc25a39
Usp120	6.29323950430611e-36	0.288489621863542	0.362	0.154	1.54996195751555e-31	L5_PT_CTX	Usp1
Pclo12	6.44048635267023e-36	0.414774743130088	0.992	0.64	1.58622738379915e-31	L5_PT_CTX	Pclo
Sfr110	6.47538393484551e-36	0.287496157203204	0.674	0.348	1.5948223093131e-31	L5_PT_CTX	Sfr1
BC00562413	6.6863426800949e-36	0.297211437763384	0.63	0.317	1.64677933868057e-31	L5_PT_CTX	BC005624
Mrpl2813	6.74228617908754e-36	0.392058336345822	0.55	0.27	1.66055766304747e-31	L5_PT_CTX	Mrpl28
